conversation_history	query	rewrited_query	answer	unique_idx	candidates
['turn 1: Can you open the ringtone list so I can choose a new tone? -> Absolutely, opening up the ringtone list for you.']	Could you start the Shopping application so I can browse for deals?	Could you start the Shopping application so I can browse for deals?	{'plan': 'launch_application', 'arguments': {'application_name': 'Shopping'}}	ACTION_GET_RINGTONE-310-launch_application-1_NR	['ACTION_NAVIGATE_TO_LOCATION', 'launch_application', 'web_search', 'ACTION_CREATE_DOCUMENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
"['turn 1: I want to see the list of SMS I’ve sent out. Show them to me. -> Here\'s what you\'ve sent recently: John – ""+1 (555) 123-4567"" – ""Don\'t forget our lunch tomorrow.""; Sarah – ""+1 (555) 765-4321"" – ""Happy Mother\'s Day!""; Office – ""+1 800-234-5678"" – ""Meeting moved to 3\xa0PM.""']"	Make the Photos app appear; I want to view my gallery.	Make the Photos app appear; I want to view my gallery.	{'plan': 'launch_application', 'arguments': {'application_name': 'Photos'}}	ACTION_VIEW_SENT_MESSAGES-1999-launch_application-1_NR	['ACTION_SHOW_ALARMS', 'ACTION_VIEW_CONTACT', 'launch_application', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_GET_RINGTONE']
['turn 1: Make the soft chime in Ringtones folder my ringtone: content://storage/emulated/0/Ringtones/soft_chime.wav -> Soft_chime.wav has been assigned as your new ringtone.']	Please open the Books app so I can read an eBook.	Please open the Books app so I can read an eBook.	{'plan': 'launch_application', 'arguments': {'application_name': 'Books'}}	ACTION_SET_RINGTONE-1612-launch_application-1_NR	['ACTION_IMAGE_CAPTURE', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_OPEN_CONTENT', 'ACTION_NAVIGATE_TO_LOCATION', 'launch_application']
"[""turn 1: I'm in the mood for some tunes on Pandora; launch it please. -> Pandora is up—enjoy the music!""]"	Can you open the Contacts application for me?	Can you open the Contacts application for me?	{'plan': 'launch_application', 'arguments': {'application_name': 'Contacts'}}	play_music-1357-launch_application-1_NR	['launch_application', 'get_contact_info', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_CREATE_DOCUMENT', 'ACTION_OPEN_DOCUMENT']
"[""turn 1: Please put 'System Maintenance' on April 30, 2024 from 11 PM to May 1, 2 AM. Desc: Server upgrades. -> System Maintenance (Server upgrades) scheduled from April\xa030,\xa02024 11:00\xa0PM to May\xa01,\xa02024 2:00\xa0AM. Saved to calendar: content://calendar/event/5""]"	Launch the Notes app as I need to jot down some ideas right away.	Launch the Notes app as I need to jot down some ideas right away.	{'plan': 'launch_application', 'arguments': {'application_name': 'Notes'}}	ACTION_INSERT_EVENT-480-launch_application-1_NR	['ACTION_VIEW_SENT_EMAILS', 'ACTION_VIEW_SENT_MESSAGES', 'launch_application', 'ACTION_EDIT_ALARM', 'ACTION_VIEW_EVENT']
['turn 1: Capture a QR code image and save to content://codes/qr/qr_scan.jpeg -> QR code image captured and saved at content://codes/qr/qr_scan.jpeg.']	Activate the File Manager to browse through my documents.	Activate the File Manager to browse through my documents.	{'plan': 'launch_application', 'arguments': {'application_name': 'File Manager'}}	ACTION_IMAGE_CAPTURE-373-launch_application-1_NR	['launch_application', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_CREATE_DOCUMENT', 'dial', 'ACTION_OPEN_DOCUMENT']
['turn 1: Retrieve the mobile phone number for content://com.example.contacts/345. -> Mobile number for content://com.example.contacts/345 is 415-555-0123.']	Run the Messaging app so I can reply to my friend.	Run the Messaging app so I can reply to my friend.	{'plan': 'launch_application', 'arguments': {'application_name': 'Messaging'}}	get_contact_info-1014-launch_application-1_NR	['ACTION_VIEW_SENT_MESSAGES', 'ACTION_VIEW_RECENT_APPS', 'launch_application', 'ACTION_SET_ALARM', 'ACTION_EDIT_VIDEO']
['turn 1: Capture a quick video snippet to content://snippets/clip.mp4. -> Recording a quick snippet—saving it to content://snippets/clip.mp4.']	Would you kindly open the Clock app? I need to set an alarm.	Would you kindly open the Clock app? I need to set an alarm.	{'plan': 'launch_application', 'arguments': {'application_name': 'Clock'}}	ACTION_VIDEO_CAPTURE-751-launch_application-1_NR	['ACTION_INSERT_EVENT', 'open_settings', 'ACTION_SET_TIMER', 'get_contact_info', 'launch_application']
"['turn 1: Retrieve details of my latest sent text messages. -> Sent messages: Sam – ""Pick up milk and bread""; Office – ""Lunch postponed till 1\xa0PM""; Emma – ""Congrats on the new role!""']"	I want to record a short film; start my camera in video mode.	I want to record a short film; start my camera in video mode.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_VIEW_SENT_MESSAGES-2051-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_SET_ALARM', 'launch_application', 'ACTION_PICK', 'ACTION_IMAGE_CAPTURE', 'INTENT_ACTION_VIDEO_CAMERA']
['turn 1: Bring up the log showing both incoming and outgoing calls. -> Here’s your incoming and outgoing calls:\n- Charlie +1-555-0199 (Incoming) - Today 9:30 AM\n- Mom +1-800-123-4567 (Incoming) - Today 6:00 AM\n- John +44-20-7946-0958 (Outgoing) - Today 11:45 AM\n- Bob +1-872-1285 (Outgoing) - Yesterday 1:15 PM']	Open the video recording feature on my smartphone so I can record a clip.	Open the video recording feature on my smartphone so I can record a clip.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_VIEW_CALL_LOG-1918-INTENT_ACTION_VIDEO_CAMERA-1_NR	['launch_application', 'ACTION_VIEW_CONTACT', 'ACTION_NAVIGATE_TO_LOCATION', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_VIEW_SENT_EMAILS']
"[""turn 1: Bring up the list of pages I've been to. -> I’ve got your recent pages: Spotify Web Player; LinkedIn (feed); Hacker News; Gmail (inbox)""]"	Hey, please activate the video recording mode on my device.	Hey, please activate the video recording mode on my device.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_VIEW_WEB_HISTORY-2065-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_VIEW_EVENT', 'ACTION_VIEW_WEB_HISTORY', 'get_contact_info', 'ACTION_SET_RINGTONE', 'INTENT_ACTION_VIDEO_CAMERA']
"[""turn 1: Show me a rundown of my recent app usage. -> Here's what you've accessed lately: News; Podcasts; Settings; Calculator""]"	I need to capture a moving scene. Launch the video camera app for me.	I need to capture a moving scene. Launch the video camera app for me.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_VIEW_RECENT_APPS-2203-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_VIEW_CONTACT', 'INTENT_ACTION_VIDEO_CAMERA', 'send_email', 'ACTION_IMAGE_CAPTURE', 'ACTION_SET_TIMER']
['turn 1: Expose entry 110. -> Lunch with Sarah is on your calendar for tomorrow at 12:00\xa0PM at Deli Delight.']	Could you please open my phone's video recording application?	Could you please open my phone's video recording application?	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_VIEW_EVENT-1828-INTENT_ACTION_VIDEO_CAMERA-1_NR	['launch_application', 'ACTION_SHOW_TIMERS', 'ACTION_VIEW_CONTACT', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_NAVIGATE_TO_LOCATION']
"[""turn 1: Reschedule alarm 37 to 09:09, choose ringtone uri://classic, keep vibrate. -> Got it! Alarm 37 is now set for 09:09 with the 'classic' ringtone (uri://classic) and vibration enabled.""]"	I need to shoot some video footage; please open the video camera function.	I need to shoot some video footage; please open the video camera function.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_EDIT_ALARM-1671-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_VIEW_SENT_EMAILS', 'ACTION_EDIT_CONTACT', 'INTENT_ACTION_VIDEO_CAMERA', 'launch_application', 'ACTION_VIEW_PLAYLIST']
['turn 1: Retrieve a single text document for me to edit. -> Sure, pick a text document to edit.']	Launch the app that allows me to record video, please.	Launch the app that allows me to record video, please.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_GET_CONTENT-201-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_VIDEO_CAPTURE', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_OPEN_CONTENT', 'ACTION_CREATE_DOCUMENT', 'ACTION_IMAGE_CAPTURE']
['turn 1: Launch Microsoft Word, please. -> Microsoft Word is now open and ready for you.']	Please activate the video camera on my device to record a short film.	Please activate the video camera on my device to record a short film.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	launch_application-1507-INTENT_ACTION_VIDEO_CAMERA-1_NR	['play_music', 'ACTION_CREATE_DOCUMENT', 'search_location', 'INTENT_ACTION_VIDEO_CAMERA', 'launch_application']
"['turn 1: I need to revise the document located at content://documents/doc/300—please insert the title ""Project Plan"" at the top. -> Sure, editing content://documents/doc/300 and adding the title “Project Plan” at the top.']"	I am about to record an event. Open my phone's video recording application.	I am about to record an event. Open my phone's video recording application.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_EDIT_DOCUMENT-1516-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_SET_ALARM', 'ACTION_SHOW_ALARMS', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_SHOW_TIMERS', 'INTENT_ACTION_VIDEO_CAMERA']
['turn 1: Select various file types to include in the package. -> Opening file selector—please pick multiple files of any type.']	Hey, can you switch on the video camera for recording a clip?	Hey, can you switch on the video camera for recording a clip?	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_GET_CONTENT-200-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_EDIT_VIDEO', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_VIEW_CONTACT', 'ACTION_GET_CONTENT', 'ACTION_VIDEO_CAPTURE']
['turn 1: Launch the FLV clip content://videos/tour.flv -> Playing FLV video tour.flv from content://videos/tour.flv.']	Start the video camera app immediately so I can record something.	Start the video camera app immediately so I can record something.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_OPEN_CONTENT-255-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_EDIT_VIDEO', 'INTENT_ACTION_VIDEO_CAMERA', 'play_music', 'ACTION_GET_CONTENT', 'send_email']
"[""turn 1: What's the legal drinking age in Germany? -> Searching 'legal drinking age in Germany'... Quick insight: 16 for beer and wine, 18 for spirits and hard liquors.""]"	Please open the video recording app on my device.	Please open the video recording app on my device.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	web_search-1331-INTENT_ACTION_VIDEO_CAMERA-1_NR	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_GET_RINGTONE', 'ACTION_SET_ALARM', 'play_video', 'ACTION_EDIT_VIDEO']
['turn 1: Silence the track for content://news/report.mp4. -> News report video (content://news/report.mp4) is now muted and ready.']	Could you launch my phone's camera in video mode?	Could you launch my phone's camera in video mode?	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_EDIT_VIDEO-1722-INTENT_ACTION_VIDEO_CAMERA-1_NR	['search_location', 'ACTION_EDIT_VIDEO', 'play_video', 'ACTION_INSERT_EVENT', 'INTENT_ACTION_VIDEO_CAMERA']
"[""turn 1: Please present my sent mail records. -> Sent mail records: to steve@example.com - 'New Hire Onboarding'; to tina@example.com - 'Marketing Plan'; to uma@example.com - 'Event Schedule'.""]"	Initiate the video camera function so that I can start recording.	Initiate the video camera function so that I can start recording.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_VIEW_SENT_EMAILS-1971-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_EDIT_DOCUMENT', 'ACTION_INSERT_CONTACT', 'get_contact_info', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_VIEW_RECENT_APPS']
['turn 1: Please open the settings XML file: content://data/settings.xml (application/xml). -> Displaying settings.xml (application/xml) at content://data/settings.xml.']	Activate the video recording mode on my phone, please.	Activate the video recording mode on my phone, please.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_OPEN_CONTENT-254-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_VIDEO_CAPTURE', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'dial', 'INTENT_ACTION_VIDEO_CAMERA', 'play_music']
['turn 1: I need to pick a custom ringtone from the picker. -> Sure—launching the ringtone picker now.']	Help me extract a phone number from my contact list.	Help me extract a phone number from my contact list.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'phone'}}	ACTION_GET_RINGTONE-306-ACTION_PICK-1_NR	['ACTION_VIEW_WEB_HISTORY', 'ACTION_PICK', 'ACTION_VIDEO_CAPTURE', 'ACTION_OPEN_DOCUMENT', 'ACTION_VIEW_PLAYLIST']
['turn 1: Could you launch the Podcast app? -> Podcast app launched. Happy listening!']	Select a contact's postal information, please.	Select a contact's postal information, please.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'address'}}	launch_application-1496-ACTION_PICK-1_NR	['ACTION_INSERT_EVENT', 'ACTION_PICK', 'get_contact_info_from_uri', 'send_email', 'ACTION_VIEW_SENT_EMAILS']
['turn 1: Could you lookup Central Park coordinates? -> Central Park coordinates are 40.785091°\xa0N, 73.968285°\xa0W. Marked on your map.']	Could you extract the address detail of a contact for me?	Could you extract the address detail of a contact for me?	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'address'}}	search_location-1167-ACTION_PICK-1_NR	['ACTION_EDIT_DOCUMENT', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_VIEW_CALL_LOG', 'ACTION_PICK', 'open_settings']
"[""turn 1: Send to +353 87 654 3210: 'St Patrick's Day parade starts at noon.' -> Your St Patrick's Day parade reminder has been dispatched to +353876543210.""]"	I’d like you to choose a phone number from my contacts.	I’d like you to select a phone number from my contacts.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'phone'}}	send_message-1292-ACTION_PICK-1_NR	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_IMAGE_CAPTURE', 'open_settings', 'ACTION_PICK', 'ACTION_OPEN_CONTENT']
['turn 1: Can you spin up a PDF named AnnualReport2023.pdf for me? -> Your PDF AnnualReport2023.pdf is now available at content://documents/AnnualReport2023.pdf.']	Open my contact list and return an email address.	Open my contact list and return an email address.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'email'}}	ACTION_CREATE_DOCUMENT-18-ACTION_PICK-1_NR	['get_contact_info', 'INTENT_ACTION_VIDEO_CAMERA', 'send_email', 'ACTION_PICK', 'play_music']
"[""turn 1: I'd like to see the event at content://calendar/event/848. -> Event 848: Dentist appointment on July 10 at 3:30\xa0PM at Smile Dental Clinic.""]"	Can you please select a person from my contact database?	Can you please select a person from my contact database?	{'plan': 'ACTION_PICK', 'arguments': {}}	ACTION_VIEW_EVENT-1826-ACTION_PICK-1_NR	['ACTION_INSERT_CONTACT', 'ACTION_PICK', 'ACTION_OPEN_CONTENT', 'open_settings', 'ACTION_VIEW_RECENT_APPS']
"[""turn 1: Can you display the history of recently used applications? -> Here's your recent apps: WhatsApp; Instagram; Spotify; Gmail""]"	I need a quick selection of a contact's detail.	I need a quick selection of a contact's detail.	{'plan': 'ACTION_PICK', 'arguments': {}}	ACTION_VIEW_RECENT_APPS-2201-ACTION_PICK-1_NR	['ACTION_VIEW_SENT_EMAILS', 'ACTION_INSERT_CONTACT', 'open_settings', 'ACTION_EDIT_ALARM', 'ACTION_PICK']
['turn 1: Open content://videos/sample.mov for me. -> Opening content://videos/sample.mov in the editor—let me know what tweaks you’d like.']	Pick out an email on my contact list.	Pick out an email on my contact list.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'email'}}	ACTION_EDIT_VIDEO-1720-ACTION_PICK-1_NR	['dial', 'ACTION_INSERT_CONTACT', 'ACTION_VIEW_RECENT_APPS', 'ACTION_PICK', 'get_contact_info_from_uri']
['turn 1: Open the contact picker for me so I can choose someone. -> Here’s your contact picker. Tap on a person to continue.']	Retrieve someone's mobile number from my contacts.	Retrieve someone's mobile number from my contacts.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'phone'}}	ACTION_PICK-537-ACTION_PICK-1_NR	['ACTION_PICK', 'dial', 'ACTION_VIEW_RECENT_APPS', 'play_video', 'INTENT_ACTION_VIDEO_CAMERA']
['turn 1: Open the Weather application to check the forecast. -> Weather app opened successfully—here’s your forecast.']	Could you pull up an email address from my directory?	Could you pull up an email address from my directory?	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'email'}}	launch_application-1495-ACTION_PICK-1_NR	['launch_application', 'ACTION_SET_TIMER', 'ACTION_EDIT_DOCUMENT', 'ACTION_PICK', 'get_contact_info_from_uri']
['turn 1: Please begin playing my recodedFile.mp4. -> Now playing file:///storage/emulated/0/recodedFile.mp4. Sit back and enjoy!']	I want you to pick a phone contact detail from my phone book.	I want you to pick a phone contact detail from my phone book.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'phone'}}	play_video-1438-ACTION_PICK-1_NR	['ACTION_SET_ALARM', 'ACTION_PICK', 'launch_application', 'ACTION_GET_CONTENT', 'search_location']
"[""turn 1: Can you display contact content://contacts/people/1005? -> Here's the info you requested (content://contacts/people/1005):\nEmma Brown\nPhone: 555-0105\nEmail: emma.brown@example.com""]"	Pick someone for me from my phone's contact list.	Pick someone for me from my phone's contact list.	{'plan': 'ACTION_PICK', 'arguments': {}}	ACTION_VIEW_CONTACT-762-ACTION_PICK-1_NR	['web_search', 'ACTION_SET_TIMER', 'ACTION_SET_ALARM', 'ACTION_PICK', 'send_email']
"[""turn 1: Give me a rundown of today's outgoing and incoming calls. -> Here's a summary of today's incoming and outgoing calls:\n• Incoming - Charlie +1-555-0199 at 9:30 AM\n• Incoming - Mom +1-800-123-4567 at 6:00 AM\n• Outgoing - John +44-20-7946-0958 at 11:45 AM""]"	I need to choose a person's email address from my contacts.	I need to choose a person's email address from my contacts.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'email'}}	ACTION_VIEW_CALL_LOG-1914-ACTION_PICK-1_NR	['ACTION_PICK', 'ACTION_SET_TIMER', 'ACTION_GET_RINGTONE', 'ACTION_VIEW_CONTACT', 'ACTION_NAVIGATE_TO_LOCATION']
"[""turn 1: Could you buzz the client at +1 212 555 0148: 'Invoice #12345 is due tomorrow.' -> Sent! 'Invoice #12345 is due tomorrow.' has been delivered to +12125550148.""]"	Select from my saved contacts.	Select from my saved contacts.	{'plan': 'ACTION_PICK', 'arguments': {}}	send_message-1291-ACTION_PICK-1_NR	['open_settings', 'ACTION_PICK', 'web_search', 'search_location', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
['turn 1: What are the alarms set up on my phone? -> Your phone currently has these alarms: [alarm_id: 1 - 6:10 AM, Jogging; alarm_id: 2 - 6:40 AM, Shower; alarm_id: 3 - 7:15 AM, Coffee; alarm_id: 4 - 8:30 AM, Department Meeting]']	I'm looking for someone’s mailing address in my contact list.	I'm looking for someone’s mailing address in my contact list.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'address'}}	ACTION_SHOW_ALARMS-698-ACTION_PICK-1_NR	['ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIDEO_CAPTURE', 'ACTION_PICK', 'ACTION_INSERT_CONTACT', 'ACTION_SHOW_ALARMS']
['turn 1: Fetch any media files for preview. -> Opening file picker—select any files you’d like to preview. You can pick multiple items.']	Show me the social media info at contact://social/facebook/@jane.	Show me the social media info at contact://social/facebook/@jane.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://social/facebook/@jane'}}	ACTION_GET_CONTENT-196-get_contact_info_from_uri-1_NR	['ACTION_VIEW_SENT_MESSAGES', 'get_contact_info_from_uri', 'ACTION_GET_RINGTONE', 'ACTION_CREATE_DOCUMENT', 'ACTION_NAVIGATE_TO_LOCATION']
['turn 1: What is the alternate work email on content://com.android.contacts/contacts/222/data/email_work_alt? -> The alternate work email is j.doe@workexample.com.']	Please fetch contact details using URI contact://info/office.	Please fetch contact details using URI contact://info/office.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://info/office'}}	get_contact_info_from_uri-1056-get_contact_info_from_uri-1_NR	['ACTION_INSERT_EVENT', 'get_contact_info_from_uri', 'ACTION_IMAGE_CAPTURE', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_SHOW_ALARMS']
['turn 1: Open the file content://documents/doc/77 for me. -> On it—opening your file at content://documents/doc/77 now.']	Can you extract email contact details found at contact://email/john.doe@example.com?	Can you extract email contact details found at contact://email/john.doe@example.com?	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://email/john.doe@example.com'}}	ACTION_EDIT_DOCUMENT-1515-get_contact_info_from_uri-1_NR	['ACTION_NAVIGATE_TO_LOCATION', 'get_contact_info_from_uri', 'ACTION_EDIT_ALARM', 'send_message', 'ACTION_VIEW_PLAYLIST']
['turn 1: Turn on the photo snapper. -> Ready for your shot!']	Obtain phone data available at contact://phone/1122334455.	Obtain phone data available at contact://phone/1122334455.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://phone/1122334455'}}	INTENT_ACTION_STILL_IMAGE_CAMERA-855-get_contact_info_from_uri-1_NR	['ACTION_EDIT_DOCUMENT', 'get_contact_info_from_uri', 'ACTION_EDIT_VIDEO', 'ACTION_PICK', 'ACTION_VIEW_CONTACT']
['turn 1: Search for the nearest ATM from my location. -> Here’s the nearest ATM: Bank of America ATM at 123 Main St, just 0.3 miles away.']	Retrieve the fax number from the URI contact://fax/001.	Retrieve the fax number from the URI contact://fax/001.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://fax/001'}}	search_location-1165-get_contact_info_from_uri-1_NR	['ACTION_SET_ALARM', 'get_contact_info_from_uri', 'ACTION_VIEW_CONTACT', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_NAVIGATE_TO_LOCATION']
['turn 1: Help me select a contact entry in my device to proceed. -> Okay, here are your contacts. Select the entry you’d like to use.']	Help me pull contact information from: contact://misc/anyinfo. I'm curious!	Help me pull contact information from: contact://misc/anyinfo. I'm curious!	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://misc/anyinfo'}}	ACTION_PICK-533-get_contact_info_from_uri-1_NR	['web_search', 'ACTION_IMAGE_CAPTURE', 'ACTION_VIEW_CONTACT', 'ACTION_VIEW_WEB_HISTORY', 'get_contact_info_from_uri']
['turn 1: Bring up contact info for content://contacts/people/1026. -> Contact info loaded:\nName: Noah Taylor\nPhone: (555) 901-2345\nEmail: noah.taylor@example.org\nURI: content://contacts/people/1026']	Extract the phone data from the set content URI: contact://phone/1122334455.	Extract the phone data from the set content URI: contact://phone/1122334455.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://phone/1122334455'}}	ACTION_VIEW_CONTACT-778-get_contact_info_from_uri-1_NR	['ACTION_PICK', 'ACTION_SET_TIMER', 'ACTION_INSERT_CONTACT', 'get_contact_info_from_uri', 'ACTION_GET_CONTENT']
"[""turn 1: Chord chart for Oasis' 'Wonderwall' on guitar. -> Fetching 'Wonderwall' chord chart... Preview: Em7, G, Dsus4, A7sus4 – classic progression for the intro and verses.""]"	I want to see the email info from URI contact://contact/email/support@samsung.com. Can you do that?	I want to see the email info from URI contact://contact/email/support@samsung.com. Can you do that?	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://contact/email/support@samsung.com'}}	web_search-1330-get_contact_info_from_uri-1_NR	['open_settings', 'ACTION_GET_CONTENT', 'launch_application', 'ACTION_SET_RINGTONE', 'get_contact_info_from_uri']
['turn 1: Please load content://games/trailer.mp4 and silence it. -> Your game trailer (content://games/trailer.mp4) is loaded and muted—ready for any further edits.']	Using the given URI contact://office/extension-155, retrieve the contact extension number.	Using the given URI contact://office/extension-155, retrieve the contact extension number.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://office/extension-155'}}	ACTION_EDIT_VIDEO-1717-get_contact_info_from_uri-1_NR	['ACTION_EDIT_CONTACT', 'get_contact_info_from_uri', 'ACTION_GET_CONTENT', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_OPEN_DOCUMENT']
"[""turn 1: I'd like to select the email ID of one of my contacts to verify it. -> Opening your contacts’ email addresses. Please choose the email you want to verify.""]"	Please get the info linked to this URI: 'contact://info/phone_number'.	Please get the info linked to this URI: 'contact://info/phone_number'.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://info/phone_number'}}	ACTION_PICK-532-get_contact_info_from_uri-1_NR	['ACTION_PICK', 'ACTION_VIEW_CALL_LOG', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'get_contact_info_from_uri', 'play_video']
"[""turn 1: Email support@banking.com and ask 'Could you reset my ATM PIN?' -> Message sent to support@banking.com: “Could you reset my ATM PIN?”""]"	Retrieve the contact information from the resource at 'contact://linkedin/in-john'.	Retrieve the contact information from the resource at 'contact://linkedin/in-john'.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://linkedin/in-john'}}	send_email-1237-get_contact_info_from_uri-1_NR	['ACTION_VIEW_PLAYLIST', 'launch_application', 'get_contact_info_from_uri', 'send_email', 'ACTION_IMAGE_CAPTURE']
['turn 1: I want to change screen brightness; open display settings for me. -> Display settings are up—adjust the brightness to your liking.']	Show me the contact data present at contact://email/jane.doe@example.com.	Show me the contact data present at contact://email/jane.doe@example.com.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://email/jane.doe@example.com'}}	open_settings-1101-get_contact_info_from_uri-1_NR	['ACTION_INSERT_EVENT', 'INTENT_ACTION_VIDEO_CAMERA', 'get_contact_info_from_uri', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_EDIT_CONTACT']
"['turn 1: Could you launch the editor for document URI content://documents/doc/999 and pre-populate it with ""Executive summary goes here""? -> Absolutely—opening content://documents/doc/999 and pre-filling it with ""Executive summary goes here.""']"	Could you fetch the details using content URI 'contact://details/alpha'?	Could you fetch the details using content URI 'contact://details/alpha'?	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://details/alpha'}}	ACTION_EDIT_DOCUMENT-1514-get_contact_info_from_uri-1_NR	['get_contact_info_from_uri', 'ACTION_CREATE_DOCUMENT', 'ACTION_GET_RINGTONE', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_PICK']
['turn 1: I want to see where the Burj Khalifa is in Dubai. -> Got it! The Burj Khalifa is at 1 Sheikh Mohammed bin Rashid Blvd, Dubai, UAE. Showing it now.']	Could you look up the contact number using this URI: contact://phone/9876543210?	Could you look up the contact number using this URI: contact://phone/9876543210?	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://phone/9876543210'}}	search_location-1164-get_contact_info_from_uri-1_NR	['ACTION_SET_RINGTONE', 'get_contact_info_from_uri', 'ACTION_OPEN_DOCUMENT', 'open_settings', 'ACTION_SHOW_TIMERS']
